,json_image_index,json_color,json_size,json_material,json_shape,json_pixel_coords,csv_area,csv_box,file,csv_color,csv_size,csv_material,csv_label
3441,527,green,small,metal,sphere,"[333, 121, 12.183328628540039]",698.0,"[326, 105, 22, 30]",cache/1756274506207.png,,,,
3442,528,purple,small,rubber,cube,"[218, 174, 10.532286643981934]",2282.0,"[194, 148, 45, 50]",cache/1756274453680.png,,,,
3443,528,yellow,small,metal,cylinder,"[112, 151, 11.424654006958008]",1598.0,"[92, 129, 36, 43]",cache/1756274453696.png,,,,
3444,528,cyan,large,metal,cylinder,"[276, 86, 13.985071182250977]",3790.0,"[248, 52, 55, 67]",cache/1756274453691.png,,,,
3445,528,blue,small,rubber,sphere,"[327, 197, 9.776864051818848]",1479.0,"[308, 177, 38, 38]",cache/1756274453686.png,,,,
3446,529,gray,large,rubber,sphere,"[322, 133, 10.68223762512207]",4967.0,"[286, 97, 70, 70]",cache/1756274471881.png,,,,
3447,529,cyan,large,metal,sphere,"[213, 125, 11.021162986755371]",4588.0,"[179, 91, 67, 68]",cache/1756274471874.png,,,,
3448,529,green,small,metal,cylinder,"[341, 118, 12.215465545654297]",634.0,"[332, 98, 25, 25]",cache/1756274471903.png,,,,
3449,529,red,large,metal,cube,"[256, 81, 13.413073539733887]",5645.0,"[218, 45, 75, 74]",cache/1756274471887.png,,,,
3450,529,purple,small,metal,cube,"[302, 236, 8.189835548400879]",4419.0,"[270, 201, 63, 70]",cache/1756274471866.png,,,,
3451,529,green,small,rubber,sphere,"[153, 190, 9.418395042419434]",1591.0,"[132, 169, 39, 40]",cache/1756274471893.png,,,,
3452,529,yellow,small,metal,sphere,"[193, 105, 12.952677726745605]",519.0,"[178, 90, 22, 23]",cache/1756274471898.png,,,,
3453,530,green,large,metal,sphere,"[151, 163, 9.472172737121582]",6276.0,"[110, 123, 79, 79]",cache/1756274252700.png,,,,
3454,530,red,small,rubber,sphere,"[343, 158, 10.450166702270508]",1252.0,"[325, 140, 35, 35]",cache/1756274252733.png,,,,
3455,530,purple,small,rubber,cube,"[323, 207, 8.775969505310059]",3370.0,"[295, 177, 56, 59]",cache/1756274252713.png,,,,
3456,530,brown,small,rubber,sphere,"[193, 101, 13.398924827575684]",754.0,"[178, 87, 27, 27]",cache/1756274252743.png,,,,
3457,530,yellow,small,metal,cylinder,"[125, 119, 12.300494194030762]",1249.0,"[108, 99, 32, 38]",cache/1756274252738.png,,,,
3458,530,brown,small,rubber,sphere,"[59, 141, 11.17540168762207]",1182.0,"[40, 124, 34, 34]",cache/1756274252718.png,,,,
3459,530,cyan,small,rubber,cube,"[259, 236, 8.025028228759766]",3547.0,"[232, 203, 54, 65]",cache/1756274252708.png,,,,
3460,530,red,small,metal,cylinder,"[217, 91, 14.145731925964355]",859.0,"[203, 74, 26, 32]",cache/1756274252728.png,,,,
3461,530,red,large,rubber,cylinder,"[383, 113, 11.686868667602539]",5897.0,"[348, 73, 72, 81]",cache/1756274252723.png,,,,
3462,531,green,large,rubber,sphere,"[250, 91, 13.1837158203125]",3190.0,"[222, 62, 55, 57]",cache/1756274285761.png,,,,
3463,531,purple,small,rubber,cylinder,"[352, 121, 12.347657203674316]",1270.0,"[335, 101, 32, 38]",cache/1756274285752.png,,,,
3464,531,purple,large,rubber,sphere,"[210, 122, 11.362738609313965]",4273.0,"[177, 88, 64, 65]",cache/1756274285756.png,,,,
3465,531,yellow,small,rubber,sphere,"[133, 161, 10.45476245880127]",1284.0,"[115, 142, 35, 36]",cache/1756274285766.png,,,,
3466,531,brown,small,rubber,cube,"[280, 201, 9.08025074005127]",3149.0,"[253, 171, 52, 59]",cache/1756274285744.png,,,,
3467,532,yellow,small,metal,sphere,"[200, 105, 12.588830947875977]",862.0,"[186, 90, 28, 30]",cache/1756274286732.png,,,,
3468,532,yellow,small,rubber,cylinder,"[394, 137, 10.929423332214355]",1654.0,"[376, 114, 36, 44]",cache/1756274286749.png,,,,
3469,532,cyan,large,metal,cylinder,"[294, 152, 9.510379791259766]",8379.0,"[254, 101, 81, 102]",cache/1756274286754.png,,,,
3470,532,gray,small,metal,sphere,"[240, 97, 13.145450592041016]",796.0,"[226, 81, 28, 28]",cache/1756274286721.png,,,,
3471,532,green,small,metal,cylinder,"[181, 123, 11.62600326538086]",1365.0,"[163, 102, 33, 40]",cache/1756274286743.png,,,,
3472,532,cyan,large,rubber,sphere,"[125, 185, 8.422008514404297]",7608.0,"[79, 141, 85, 89]",cache/1756274286715.png,,,,
3473,532,cyan,large,metal,cube,"[221, 221, 7.5010986328125]",17288.0,"[162, 153, 120, 142]",cache/1756274286699.png,,,,
3474,532,blue,small,metal,sphere,"[378, 155, 10.213191986083984]",1654.0,"[376, 114, 36, 44]",cache/1756274286749.png,,,,
3475,532,cyan,small,rubber,cylinder,"[62, 134, 11.110161781311035]",1734.0,"[41, 111, 39, 43]",cache/1756274286727.png,,,,
3476,532,cyan,small,rubber,cylinder,"[333, 219, 8.170741081237793]",3111.0,"[308, 188, 49, 62]",cache/1756274286737.png,,,,
3477,533,green,small,metal,cylinder,"[200, 170, 9.96966552734375]",1903.0,"[180, 145, 38, 49]",cache/1756274567966.png,,,,
3478,533,brown,large,rubber,cube,"[228, 120, 11.307528495788574]",7758.0,"[183, 76, 86, 89]",cache/1756274567937.png,,,,
3479,533,red,small,rubber,sphere,"[259, 197, 9.096778869628906]",1666.0,"[238, 176, 40, 41]",cache/1756274567947.png,,,,
3480,533,red,small,rubber,sphere,"[348, 118, 12.318288803100586]",513.0,"[332, 102, 29, 17]",cache/1756274567971.png,,,,
3481,533,green,large,rubber,cylinder,"[338, 167, 9.352468490600586]",10232.0,"[296, 102, 86, 118]",cache/1756274567960.png,,,,
3482,533,purple,small,rubber,sphere,"[156, 159, 10.415382385253906]",1293.0,"[137, 140, 35, 36]",cache/1756274567942.png,,,,
3483,533,purple,small,metal,cube,"[56, 146, 10.948355674743652]",2189.0,"[30, 123, 49, 44]",cache/1756274567932.png,,,,
3484,534,cyan,large,metal,cube,"[52, 131, 10.75442123413086]",9223.0,"[0, 85, 99, 92]",cache/1756274499439.png,,,,
3485,534,red,small,metal,cube,"[318, 122, 11.949930191040039]",1366.0,"[301, 101, 34, 40]",cache/1756274499465.png,,,,
3486,534,gray,small,metal,sphere,"[90, 177, 9.866493225097656]",1451.0,"[70, 158, 38, 37]",cache/1756274499481.png,,,,
3487,534,cyan,large,metal,sphere,"[264, 229, 7.900826930999756]",9010.0,"[217, 181, 93, 96]",cache/1756274499451.png,,,,
3488,534,purple,large,rubber,sphere,"[183, 92, 12.561727523803711]",3279.0,"[157, 62, 54, 59]",cache/1756274499476.png,,,,
3489,534,blue,small,metal,cylinder,"[422, 160, 10.431407928466797]",2053.0,"[400, 135, 42, 47]",cache/1756274499446.png,,,,
3490,534,green,large,rubber,cylinder,"[193, 177, 9.190778732299805]",9180.0,"[148, 123, 83, 109]",cache/1756274499470.png,,,,
3491,534,yellow,large,rubber,cube,"[292, 81, 13.220186233520508]",4619.0,"[261, 45, 64, 71]",cache/1756274499458.png,,,,
3492,534,blue,large,metal,cube,"[142, 119, 11.284391403198242]",6456.0,"[100, 77, 76, 84]",cache/1756274499430.png,,,,
3493,535,red,small,rubber,cylinder,"[249, 87, 15.13863754272461]",613.0,"[240, 71, 20, 30]",cache/1756274585536.png,,,,
3494,535,blue,large,metal,cube,"[108, 130, 11.450960159301758]",7361.0,"[60, 88, 85, 85]",cache/1756274585505.png,,,,
3495,535,green,large,metal,cube,"[211, 94, 13.575815200805664]",4552.0,"[176, 59, 64, 70]",cache/1756274585521.png,,,,
3496,535,green,large,metal,cube,"[168, 163, 10.068367958068848]",8043.0,"[127, 114, 81, 98]",cache/1756274585487.png,,,,
3497,535,purple,large,metal,cube,"[417, 146, 10.760503768920898]",9735.0,"[368, 98, 99, 98]",cache/1756274585499.png,,,,
3498,535,red,small,metal,cylinder,"[230, 207, 9.285613059997559]",2195.0,"[209, 180, 40, 54]",cache/1756274585516.png,,,,
3499,535,green,small,metal,cylinder,"[366, 129, 12.428184509277344]",1204.0,"[349, 108, 31, 38]",cache/1756274585527.png,,,,
3500,535,cyan,small,rubber,cylinder,"[159, 113, 13.311566352844238]",647.0,"[145, 95, 27, 23]",cache/1756274585531.png,,,,
3501,535,green,small,metal,sphere,"[290, 152, 11.278107643127441]",1088.0,"[273, 135, 32, 33]",cache/1756274585511.png,,,,
3502,535,red,small,rubber,cube,"[332, 195, 9.679176330566406]",2623.0,"[307, 168, 49, 52]",cache/1756274585495.png,,,,
3503,536,green,small,metal,cylinder,"[177, 114, 11.802541732788086]",1337.0,"[160, 93, 32, 40]",cache/1756274257272.png,,,,
3504,536,yellow,large,rubber,cube,"[254, 68, 13.577081680297852]",5428.0,"[216, 32, 74, 73]",cache/1756274257267.png,,,,
3505,536,purple,small,metal,cube,"[60, 151, 10.167346954345703]",2894.0,"[31, 125, 55, 51]",cache/1756274257240.png,,,,
3506,536,red,small,rubber,sphere,"[298, 134, 10.852490425109863]",1172.0,"[280, 116, 34, 34]",cache/1756274257277.png,,,,
3507,536,purple,small,rubber,cylinder,"[354, 210, 8.35082721710205]",3011.0,"[329, 179, 49, 61]",cache/1756274257282.png,,,,
3508,536,brown,small,rubber,cube,"[192, 257, 7.3014140129089355]",4570.0,"[158, 221, 62, 73]",cache/1756274257262.png,,,,
3509,537,yellow,small,metal,cylinder,"[212, 115, 12.357882499694824]",1194.0,"[196, 95, 30, 39]",cache/1756274525003.png,,,,
3510,537,red,large,metal,cube,"[254, 161, 9.767955780029297]",8831.0,"[213, 110, 86, 102]",cache/1756274524984.png,,,,
3511,537,red,large,metal,cube,"[121, 186, 9.004805564880371]",11011.0,"[70, 130, 96, 114]",cache/1756274524976.png,,,,
3512,537,purple,small,metal,sphere,"[170, 109, 12.701458930969238]",865.0,"[155, 93, 29, 29]",cache/1756274524990.png,,,,
3513,537,blue,small,metal,sphere,"[292, 122, 12.03030776977539]",8831.0,"[213, 110, 86, 102]",cache/1756274524984.png,,,,
3514,538,green,large,metal,cube,"[163, 92, 12.795940399169922]",79217.0,"[50, 52, 388, 203]",cache/1756274563525.png,,,,
3515,538,gray,large,rubber,sphere,"[191, 140, 10.618660926818848]",4956.0,"[156, 104, 70, 70]",cache/1756274563513.png,,,,
3516,538,brown,large,metal,cube,"[248, 104, 12.135586738586426]",79217.0,"[50, 52, 388, 203]",cache/1756274563525.png,,,,
3517,538,green,large,rubber,sphere,"[317, 121, 11.366643905639648]",79217.0,"[50, 52, 388, 203]",cache/1756274563525.png,,,,
3518,538,red,large,rubber,cube,"[381, 160, 9.922353744506836]",79217.0,"[50, 52, 388, 203]",cache/1756274563525.png,,,,
3519,538,blue,small,rubber,cube,"[306, 199, 9.396461486816406]",79217.0,"[50, 52, 388, 203]",cache/1756274563525.png,,,,
3520,538,green,large,rubber,cylinder,"[232, 198, 8.81164264678955]",79217.0,"[50, 52, 388, 203]",cache/1756274563525.png,,,,
3521,538,yellow,large,metal,sphere,"[84, 116, 11.587333679199219]",79217.0,"[50, 52, 388, 203]",cache/1756274563525.png,,,,
3522,538,blue,small,rubber,cube,"[123, 169, 10.300073623657227]",2777.0,"[95, 142, 52, 52]",cache/1756274563451.png,,,,
3523,539,cyan,small,metal,cylinder,"[207, 201, 9.11477279663086]",2329.0,"[185, 173, 42, 55]",cache/1756274512469.png,,,,
3524,539,gray,small,metal,sphere,"[257, 223, 8.517341613769531]",1958.0,"[235, 200, 43, 44]",cache/1756274512462.png,,,,
3525,539,red,large,metal,sphere,"[334, 141, 10.398565292358398]",5242.0,"[297, 105, 72, 72]",cache/1756274512444.png,,,,
3526,539,blue,large,rubber,cube,"[189, 97, 12.550776481628418]",4740.0,"[155, 60, 63, 74]",cache/1756274512451.png,,,,
3527,539,gray,small,metal,cube,"[129, 143, 11.131608963012695]",2225.0,"[104, 119, 47, 46]",cache/1756274512457.png,,,,
3528,539,brown,large,rubber,cube,"[397, 120, 11.338875770568848]",7625.0,"[356, 77, 89, 85]",cache/1756274512474.png,,,,
3529,540,green,small,metal,cube,"[349, 203, 9.348073959350586]",2843.0,"[323, 176, 51, 54]",cache/1756274374429.png,,,,
3530,540,purple,large,metal,sphere,"[291, 83, 13.57061767578125]",3036.0,"[264, 55, 54, 55]",cache/1756274374421.png,,,,
3531,540,blue,large,rubber,cylinder,"[195, 142, 10.676179885864258]",6640.0,"[157, 96, 71, 92]",cache/1756274374502.png,,,,
3532,540,red,large,rubber,cylinder,"[261, 224, 8.22074031829834]",11649.0,"[215, 163, 93, 124]",cache/1756274374467.png,,,,
3533,540,blue,small,metal,cube,"[132, 126, 12.159393310546875]",1861.0,"[109, 104, 42, 43]",cache/1756274374484.png,,,,
3534,540,gray,small,rubber,sphere,"[273, 116, 12.616488456726074]",858.0,"[258, 101, 28, 29]",cache/1756274374509.png,,,,
3535,540,green,large,metal,sphere,"[409, 155, 10.191819190979004]",5695.0,"[372, 118, 76, 74]",cache/1756274374408.png,,,,
3536,540,yellow,small,rubber,cube,"[72, 137, 11.645025253295898]",2141.0,"[48, 114, 46, 45]",cache/1756274374475.png,,,,
3537,540,purple,small,rubber,sphere,"[229, 86, 14.356809616088867]",669.0,"[216, 72, 25, 26]",cache/1756274374441.png,,,,
3538,540,red,small,metal,cylinder,"[142, 187, 9.821407318115234]",2105.0,"[121, 161, 41, 51]",cache/1756274374492.png,,,,
3539,541,purple,small,metal,cube,"[326, 134, 11.556218147277832]",8180.0,"[276, 113, 81, 100]",cache/1756274558134.png,,,,
3540,541,cyan,small,metal,cylinder,"[136, 146, 11.010886192321777]",1661.0,"[116, 123, 37, 44]",cache/1756274558118.png,,,,
3541,541,gray,small,metal,sphere,"[249, 226, 8.35132122039795]",2020.0,"[226, 203, 44, 45]",cache/1756274558124.png,,,,
3542,541,cyan,large,metal,sphere,"[317, 173, 9.225142478942871]",8180.0,"[276, 113, 81, 100]",cache/1756274558134.png,,,,
3543,542,blue,small,rubber,cube,"[253, 162, 10.351372718811035]",2251.0,"[229, 136, 44, 50]",cache/1756274405864.png,,,,
3544,542,purple,small,rubber,cylinder,"[208, 100, 13.38331413269043]",995.0,"[193, 82, 28, 35]",cache/1756274405879.png,,,,
3545,542,blue,large,metal,cube,"[105, 112, 11.732195854187012]",7690.0,"[59, 69, 88, 86]",cache/1756274405847.png,,,,
3546,542,gray,small,rubber,cube,"[219, 214, 8.671927452087402]",3345.0,"[191, 183, 53, 62]",cache/1756274405869.png,,,,
3547,542,red,small,rubber,sphere,"[296, 200, 9.072993278503418]",1675.0,"[275, 179, 40, 41]",cache/1756274405874.png,,,,
3548,542,gray,large,rubber,sphere,"[131, 167, 9.401225090026855]",6396.0,"[90, 127, 79, 79]",cache/1756274405857.png,,,,
3549,542,cyan,small,rubber,sphere,"[386, 139, 11.310490608215332]",1124.0,"[369, 121, 33, 33]",cache/1756274405852.png,,,,
3550,542,cyan,large,rubber,sphere,"[304, 102, 12.291029930114746]",3719.0,"[273, 71, 60, 61]",cache/1756274405838.png,,,,
3551,543,green,large,rubber,cube,"[183, 230, 8.381243705749512]",15107.0,"[126, 166, 112, 133]",cache/1756274608100.png,,,,
3552,543,purple,small,rubber,cube,"[331, 116, 12.985901832580566]",1645.0,"[310, 95, 40, 40]",cache/1756274608124.png,,,,
3553,543,brown,small,rubber,cube,"[408, 167, 10.800241470336914]",2477.0,"[384, 141, 48, 50]",cache/1756274608114.png,,,,
3554,543,green,small,rubber,sphere,"[242, 93, 14.232528686523438]",686.0,"[229, 79, 25, 26]",cache/1756274608129.png,,,,
3555,543,brown,small,metal,cube,"[187, 105, 13.557960510253906]",1375.0,"[169, 85, 36, 38]",cache/1756274608134.png,,,,
3556,543,blue,large,metal,cube,"[80, 135, 11.27795696258545]",7905.0,"[36, 90, 85, 92]",cache/1756274608107.png,,,,
3557,543,gray,small,rubber,cube,"[163, 127, 12.421955108642578]",1349.0,"[144, 107, 34, 38]",cache/1756274608139.png,,,,
3558,543,red,small,metal,sphere,"[323, 187, 10.121461868286133]",1382.0,"[304, 168, 36, 37]",cache/1756274608119.png,,,,
3559,544,green,small,metal,cube,"[97, 161, 10.154021263122559]",2345.0,"[73, 135, 45, 51]",cache/1756274516560.png,,,,
3560,544,purple,small,metal,sphere,"[280, 141, 10.993532180786133]",1149.0,"[263, 123, 33, 34]",cache/1756274516540.png,,,,
3561,544,cyan,small,metal,cylinder,"[195, 195, 8.963890075683594]",2405.0,"[172, 167, 43, 55]",cache/1756274516550.png,,,,
3562,544,gray,large,metal,cube,"[224, 82, 13.43676471710205]",4730.0,"[191, 47, 66, 71]",cache/1756274516555.png,,,,
3563,544,blue,large,rubber,cube,"[163, 109, 11.704475402832031]",6042.0,"[122, 69, 75, 80]",cache/1756274516545.png,,,,
3564,544,blue,small,metal,cylinder,"[75, 136, 11.247984886169434]",2345.0,"[73, 135, 45, 51]",cache/1756274516560.png,,,,
3565,544,yellow,small,metal,cube,"[329, 218, 8.323046684265137]",4151.0,"[298, 185, 62, 66]",cache/1756274516529.png,,,,
3566,544,gray,large,metal,cylinder,"[381, 147, 9.899829864501953]",8382.0,"[339, 98, 85, 98]",cache/1756274516570.png,,,,
3567,545,gray,small,metal,cube,"[198, 129, 11.805375099182129]",1444.0,"[179, 108, 35, 41]",cache/1756274473425.png,,,,
3568,545,blue,large,metal,sphere,"[326, 191, 8.895365715026855]",7191.0,"[283, 149, 84, 84]",cache/1756274473413.png,,,,
3569,545,purple,small,metal,sphere,"[261, 114, 12.556811332702637]",878.0,"[245, 98, 29, 29]",cache/1756274473421.png,,,,
3570,546,gray,small,metal,sphere,"[255, 145, 10.966042518615723]",1128.0,"[238, 128, 33, 33]",cache/1756274381912.png,,,,
3571,546,purple,small,metal,sphere,"[186, 180, 9.593584060668945]",14328.0,"[157, 167, 103, 137]",cache/1756274381888.png,,,,
3572,546,red,small,rubber,cube,"[144, 157, 10.46127700805664]",2204.0,"[121, 132, 44, 49]",cache/1756274381876.png,,,,
3573,546,brown,small,rubber,cube,"[270, 128, 11.826762199401855]",1128.0,"[238, 128, 33, 33]",cache/1756274381912.png,,,,
3574,546,blue,large,rubber,cube,"[302, 93, 12.885316848754883]",4504.0,"[271, 57, 62, 72]",cache/1756274381901.png,,,,
3575,546,blue,large,metal,cylinder,"[211, 234, 7.4416890144348145]",14328.0,"[157, 167, 103, 137]",cache/1756274381888.png,,,,
3576,546,yellow,small,metal,sphere,"[228, 94, 13.920798301696777]",714.0,"[214, 79, 26, 26]",cache/1756274381883.png,,,,
3577,546,green,small,metal,cube,"[416, 160, 10.334857940673828]",2617.0,"[389, 136, 53, 48]",cache/1756274381896.png,,,,
3578,546,purple,small,rubber,cylinder,"[367, 188, 9.337095260620117]",2377.0,"[345, 161, 44, 53]",cache/1756274381906.png,,,,
3579,546,brown,large,rubber,cylinder,"[372, 118, 11.398770332336426]",6097.0,"[336, 77, 73, 83]",cache/1756274381917.png,,,,
3580,547,red,small,metal,cube,"[264, 162, 10.895502090454102]",10668.0,"[188, 155, 89, 118]",cache/1756274295823.png,,,,
3581,547,purple,large,rubber,cylinder,"[320, 189, 9.239240646362305]",9450.0,"[278, 135, 86, 108]",cache/1756274295833.png,,,,
3582,547,blue,small,metal,sphere,"[156, 132, 12.196059226989746]",955.0,"[139, 116, 31, 30]",cache/1756274295816.png,,,,
3583,547,red,large,metal,cylinder,"[233, 213, 8.56745719909668]",10668.0,"[188, 155, 89, 118]",cache/1756274295823.png,,,,
3584,548,purple,small,metal,cylinder,"[161, 191, 9.619840621948242]",2179.0,"[139, 165, 41, 52]",cache/1756274421837.png,,,,
3585,548,green,large,rubber,cube,"[319, 162, 9.901636123657227]",9231.0,"[275, 112, 92, 99]",cache/1756274421841.png,,,,
3586,548,brown,large,metal,sphere,"[325, 112, 12.154483795166016]",2634.0,"[294, 80, 61, 42]",cache/1756274421846.png,,,,
3587,549,yellow,large,rubber,sphere,"[160, 175, 8.745553016662598]",7332.0,"[117, 132, 85, 85]",cache/1756274378304.png,,,,
3588,549,blue,small,rubber,cylinder,"[255, 160, 10.02241325378418]",1859.0,"[235, 135, 37, 49]",cache/1756274378330.png,,,,
3589,549,gray,small,metal,sphere,"[123, 125, 11.5165376663208]",1081.0,"[106, 108, 32, 33]",cache/1756274378320.png,,,,
3590,549,green,small,metal,cube,"[320, 106, 12.52745246887207]",1444.0,"[301, 87, 37, 38]",cache/1756274378340.png,,,,
3591,549,blue,large,rubber,cylinder,"[229, 72, 13.808653831481934]",3710.0,"[201, 38, 55, 67]",cache/1756274378325.png,,,,
3592,549,blue,small,metal,cylinder,"[53, 136, 11.020271301269531]",1789.0,"[32, 113, 40, 44]",cache/1756274378296.png,,,,
3593,549,brown,small,metal,sphere,"[390, 145, 10.634767532348633]",1261.0,"[371, 126, 35, 35]",cache/1756274378310.png,,,,
3594,549,blue,small,metal,sphere,"[291, 180, 9.331635475158691]",1619.0,"[270, 159, 40, 40]",cache/1756274378315.png,,,,
3595,549,green,small,metal,cube,"[205, 115, 12.05082893371582]",1776.0,"[183, 93, 41, 42]",cache/1756274378334.png,,,,
3596,550,yellow,small,metal,sphere,"[325, 117, 12.645641326904297]",875.0,"[310, 102, 29, 29]",cache/1756274349522.png,,,,
3597,550,blue,large,rubber,cylinder,"[311, 208, 8.494396209716797]",11197.0,"[266, 150, 93, 119]",cache/1756274349534.png,,,,
3598,550,blue,large,rubber,cube,"[176, 112, 12.023186683654785]",7160.0,"[133, 70, 83, 85]",cache/1756274349516.png,,,,
3599,550,gray,large,rubber,sphere,"[222, 173, 9.507403373718262]",6092.0,"[182, 134, 77, 78]",cache/1756274349510.png,,,,
3600,550,green,small,rubber,sphere,"[260, 89, 14.36780834197998]",669.0,"[247, 75, 25, 26]",cache/1756274349545.png,,,,
3601,550,yellow,small,rubber,cube,"[79, 142, 11.455069541931152]",2122.0,"[55, 118, 45, 46]",cache/1756274349502.png,,,,
3602,550,green,small,rubber,cylinder,"[373, 164, 10.558378219604492]",1769.0,"[354, 140, 37, 46]",cache/1756274349552.png,,,,
3603,550,purple,large,metal,sphere,"[201, 84, 13.675631523132324]",7160.0,"[133, 70, 83, 85]",cache/1756274349516.png,,,,
3604,550,brown,small,metal,cube,"[415, 154, 10.942595481872559]",2268.0,"[391, 131, 49, 45]",cache/1756274349529.png,,,,
3605,551,purple,small,metal,cube,"[372, 133, 11.935362815856934]",1732.0,"[351, 112, 41, 41]",cache/1756274492050.png,,,,
3606,551,blue,small,rubber,sphere,"[246, 103, 13.519567489624023]",771.0,"[232, 88, 27, 28]",cache/1756274492054.png,,,,
3607,551,green,small,rubber,sphere,"[85, 145, 11.414006233215332]",1155.0,"[68, 128, 33, 34]",cache/1756274492058.png,,,,
3608,552,gray,large,rubber,sphere,"[228, 109, 11.64454460144043]",3607.0,"[196, 75, 63, 56]",cache/1756274556657.png,,,,
3609,552,red,large,rubber,cube,"[207, 176, 9.261187553405762]",9975.0,"[157, 122, 91, 108]",cache/1756274556640.png,,,,
3610,552,purple,small,metal,cylinder,"[277, 166, 10.234249114990234]",1866.0,"[258, 141, 38, 48]",cache/1756274556650.png,,,,
3611,553,gray,large,rubber,cube,"[88, 164, 9.652056694030762]",12645.0,"[27, 110, 114, 110]",cache/1756274319875.png,,,,
3612,553,green,large,rubber,cube,"[359, 139, 10.502097129821777]",8482.0,"[316, 93, 91, 92]",cache/1756274319861.png,,,,
3613,553,yellow,small,rubber,cylinder,"[162, 142, 11.145914077758789]",1595.0,"[143, 118, 35, 44]",cache/1756274319887.png,,,,
3614,553,yellow,large,rubber,cylinder,"[212, 226, 8.041977882385254]",12363.0,"[162, 162, 96, 128]",cache/1756274319869.png,,,,
3615,553,gray,large,metal,cylinder,"[270, 85, 12.97255802154541]",4454.0,"[239, 47, 60, 74]",cache/1756274319881.png,,,,
3616,553,gray,small,rubber,cylinder,"[332, 221, 8.725149154663086]",2776.0,"[308, 191, 46, 59]",cache/1756274319893.png,,,,
3617,554,purple,small,rubber,cylinder,"[252, 100, 12.94677448272705]",1078.0,"[237, 81, 29, 36]",cache/1756274604714.png,,,,
3618,554,purple,small,metal,cylinder,"[292, 121, 11.78013801574707]",1336.0,"[275, 100, 32, 40]",cache/1756274604708.png,,,,
3619,554,yellow,small,rubber,cube,"[135, 167, 9.813775062561035]",2829.0,"[107, 140, 53, 53]",cache/1756274604697.png,,,,
3620,554,cyan,small,metal,sphere,"[111, 142, 10.794227600097656]",1198.0,"[93, 124, 34, 34]",cache/1756274604691.png,,,,
3621,554,cyan,large,metal,cylinder,"[193, 96, 12.193964958190918]",4918.0,"[160, 57, 63, 77]",cache/1756274604683.png,,,,
3622,554,purple,small,rubber,cube,"[378, 128, 11.40969467163086]",1891.0,"[356, 106, 44, 42]",cache/1756274604672.png,,,,
3623,554,blue,small,rubber,sphere,"[362, 202, 8.700970649719238]",1894.0,"[340, 180, 43, 43]",cache/1756274604677.png,,,,
3624,554,yellow,large,rubber,cube,"[223, 224, 7.506681442260742]",17751.0,"[163, 155, 123, 144]",cache/1756274604662.png,,,,
3625,554,yellow,small,metal,cube,"[282, 178, 9.436812400817871]",17751.0,"[163, 155, 123, 144]",cache/1756274604662.png,,,,
3626,555,purple,large,rubber,cylinder,"[275, 142, 10.527348518371582]",6859.0,"[238, 95, 73, 93]",cache/1756274381574.png,,,,
3627,555,brown,small,rubber,cube,"[301, 97, 13.417253494262695]",6859.0,"[238, 95, 73, 93]",cache/1756274381574.png,,,,
3628,555,gray,small,rubber,cube,"[206, 173, 10.162178039550781]",2535.0,"[181, 146, 48, 52]",cache/1756274381579.png,,,,
3629,555,purple,large,rubber,cube,"[177, 105, 12.116150856018066]",6108.0,"[137, 65, 75, 80]",cache/1756274381561.png,,,,
3630,556,green,small,rubber,cylinder,"[248, 217, 8.5507230758667]",2664.0,"[225, 187, 44, 59]",cache/1756274482143.png,,,,
3631,556,green,small,rubber,cube,"[197, 159, 10.431451797485352]",2245.0,"[174, 134, 45, 49]",cache/1756274482148.png,,,,
3632,556,blue,large,metal,cylinder,"[185, 103, 12.237029075622559]",4889.0,"[152, 64, 63, 76]",cache/1756274482152.png,,,,
3633,556,brown,large,rubber,cube,"[302, 133, 10.695178031921387]",5079.0,"[245, 60, 67, 74]",cache/1756274482138.png,,,,
3634,556,red,large,rubber,cube,"[278, 97, 12.541884422302246]",5079.0,"[245, 60, 67, 74]",cache/1756274482138.png,,,,
3635,557,red,large,rubber,cube,"[107, 146, 10.006696701049805]",10821.0,"[87, 129, 93, 115]",cache/1756274477728.png,,,,
3636,557,blue,large,rubber,cube,"[265, 122, 10.968002319335938]",8528.0,"[221, 76, 90, 94]",cache/1756274477715.png,,,,
3637,557,purple,small,rubber,cube,"[216, 85, 13.829527854919434]",1260.0,"[197, 67, 35, 35]",cache/1756274477739.png,,,,
3638,557,brown,large,rubber,sphere,"[302, 90, 12.57580280303955]",3250.0,"[275, 59, 55, 58]",cache/1756274477734.png,,,,
3639,557,red,small,rubber,cube,"[196, 111, 12.338052749633789]",1711.0,"[174, 90, 41, 41]",cache/1756274477744.png,,,,
3640,557,green,large,rubber,cylinder,"[137, 186, 8.742988586425781]",10821.0,"[87, 129, 93, 115]",cache/1756274477728.png,,,,
3641,558,purple,small,rubber,cube,"[236, 115, 13.044205665588379]",1493.0,"[216, 94, 38, 39]",cache/1756274389433.png,,,,
3642,558,yellow,large,rubber,cylinder,"[192, 187, 9.249900817871094]",8996.0,"[148, 134, 82, 108]",cache/1756274389445.png,,,,
3643,558,brown,large,rubber,cylinder,"[348, 118, 11.973955154418945]",3428.0,"[316, 78, 66, 51]",cache/1756274389466.png,,,,
3644,558,blue,large,metal,cube,"[278, 213, 8.522378921508789]",15043.0,"[222, 152, 116, 128]",cache/1756274389397.png,,,,
