image_index,area,box,color,size,material,label
977,554,117-28-25-25,red,small,rubber,sphere
977,574,142-88-22-26,yellow,small,rubber,cube
5,900,76-53-33-32,gray,small,metal,sphere
5,678,88-95-27-30,blue,small,rubber,cube
5,828,157-46-32-31,yellow,small,metal,sphere
5,534,130-28-26-26,yellow,small,metal,sphere
5,1094,32-61-37-36,yellow,small,rubber,sphere
653,822,49-35-30-31,cyan,small,metal,cube
653,1858,40-64-41-51,purple,large,rubber,cylinder
653,1102,16-48-35-42,blue,small,rubber,cube
653,1560,78-53-39-44,gray,large,metal,cube
653,1097,153-64-36-36,gray,small,rubber,sphere
663,575,82-38-30-28,brown,small,metal,sphere
663,698,53-89-28-31,green,small,rubber,cube
663,1166,121-24-36-36,red,small,rubber,cube
663,734,158-34-29-30,red,small,metal,sphere
663,422,182-56-23-22,blue,small,rubber,cube
663,1577,34-46-39-46,brown,large,rubber,cylinder
663,1130,86-57-37-38,blue,small,rubber,sphere
674,515,183-79-23-24,green,small,metal,cube
674,481,156-85-20-25,yellow,small,rubber,cube
674,1262,97-41-32-41,blue,small,rubber,cylinder
865,924,17-52-34-33,red,small,metal,sphere
865,799,57-45-31-30,yellow,small,metal,sphere
488,1545,59-81-43-43,cyan,large,rubber,sphere
488,811,165-40-31-31,green,small,metal,sphere
488,1099,132-28-33-36,green,small,metal,cylinder
488,668,115-106-23-31,cyan,small,rubber,sphere
488,1056,99-21-35-35,gray,small,rubber,cube
488,366,93-71-18-23,cyan,small,rubber,cube
849,1271,83-39-32-41,green,small,rubber,cube
849,356,63-97-20-20,red,small,metal,sphere
849,2612,118-78-47-58,cyan,large,metal,cylinder
849,1605,24-45-44-45,gray,large,rubber,sphere
849,1567,162-50-38-47,cyan,large,rubber,cylinder
120,1598,74-86-44-45,green,large,metal,sphere
120,1953,167-61-44-52,purple,large,rubber,cylinder
120,470,121-71-22-24,purple,small,rubber,cube
179,459,80-76-22-24,gray,small,rubber,cube
179,958,133-36-29-35,cyan,small,rubber,cube
179,2256,113-68-49-56,brown,large,rubber,cube
291,1258,50-37-35-40,red,small,rubber,cube
291,2913,49-76-51-60,cyan,large,rubber,cube
291,796,159-38-31-30,green,small,rubber,sphere
291,380,187-62-19-22,red,small,rubber,cube
291,365,163-93-20-21,purple,small,metal,sphere
291,441,147-73-20-25,green,small,rubber,cube
302,932,171-46-34-33,purple,small,metal,sphere
302,400,88-68-18-23,red,small,rubber,cube
315,929,36-51-34-32,purple,small,metal,sphere
315,476,148-85-21-25,gray,small,rubber,cube
315,1793,179-57-43-49,red,large,rubber,cylinder
315,2656,95-84-47-63,cyan,large,rubber,cylinder
315,659,102-32-28-28,cyan,small,rubber,sphere
315,1368,129-44-34-44,green,large,metal,cube
697,822,148-37-31-31,red,small,rubber,sphere
697,424,180-60-22-24,cyan,small,rubber,cube
697,391,144-99-21-21,red,small,metal,sphere
697,463,126-114-23-23,brown,small,metal,sphere
876,632,32-46-31-32,purple,small,metal,sphere
876,2427,119-77-45-58,green,large,rubber,sphere
876,1070,47-53-36-43,yellow,small,rubber,sphere
838,1879,72-62-40-52,purple,large,rubber,sphere
701,1213,72-27-36-37,blue,small,rubber,cube
701,554,101-97-20-28,cyan,small,rubber,cube
701,420,136-61-22-22,gray,small,rubber,cube
701,1219,157-65-39-38,purple,small,metal,sphere
701,407,58-73-18-23,green,small,rubber,cube
701,718,112-35-28-29,cyan,small,metal,sphere
88,1023,164-34-42-41,cyan,small,rubber,cube
88,2522,110-78-46-61,yellow,large,rubber,sphere
88,1629,138-45-45-47,blue,large,rubber,cube
251,1180,50-60-38-39,blue,small,metal,sphere
251,1448,90-77-42-42,cyan,large,rubber,sphere
251,432,144-65-20-23,gray,small,metal,cube
375,1166,43-35-33-39,brown,small,rubber,cylinder
375,639,84-32-27-27,brown,small,rubber,sphere
375,353,71-96-20-20,cyan,small,metal,sphere
375,1489,189-46-39-44,red,large,rubber,cylinder
375,517,112-75-24-27,brown,small,rubber,sphere
40,734,40-45-30-30,yellow,small,rubber,sphere
40,360,89-107-20-20,blue,small,metal,sphere
40,830,173-52-32-31,purple,small,metal,sphere
122,908,58-45-33-33,green,small,metal,sphere
122,1395,169-34-40-43,green,large,rubber,cube
122,759,103-17-26-32,blue,small,rubber,cube
198,494,64-86-21-25,blue,small,metal,cube
198,1781,0-43-47-45,red,large,rubber,cube
198,2800,104-83-49-64,gray,large,rubber,cylinder
198,532,188-71-26-25,cyan,small,rubber,cube
198,718,121-63-37-31,blue,small,rubber,sphere
14,848,97-21-26-32,green,small,rubber,cube
14,540,49-78-24-27,purple,small,rubber,cube
444,880,78-45-32-32,gray,small,metal,sphere
444,987,136-28-29-35,red,small,rubber,cube
444,383,132-100-20-22,purple,small,rubber,sphere
444,497,34-67-24-23,brown,small,rubber,cube
897,349,28-56-19-21,cyan,small,rubber,cube
897,375,185-63-20-22,gray,small,rubber,cube
897,1806,79-40-36-60,cyan,large,rubber,cylinder
350,797,95-21-25-32,green,small,rubber,cube
350,1137,47-35-33-38,cyan,small,rubber,cube
350,384,118-62-19-22,blue,small,rubber,cube
724,1522,77-49-35-46,cyan,large,rubber,cylinder
724,1177,115-68-37-38,purple,small,metal,sphere
314,971,175-44-35-34,cyan,small,metal,sphere
314,852,103-38-32-32,purple,small,rubber,sphere
723,945,123-24-31-32,yellow,small,rubber,cube
277,1028,10-52-36-34,purple,small,rubber,sphere
277,1665,75-85-45-46,brown,large,rubber,sphere
277,365,140-96-20-21,cyan,small,rubber,sphere
277,1681,162-52-40-47,yellow,large,rubber,cylinder
277,668,142-40-29-31,gray,small,metal,sphere
878,450,154-77-20-24,red,small,rubber,cube
878,2348,33-59-54-55,gray,large,rubber,cube
878,891,101-26-27-34,yellow,small,rubber,cube
878,1048,191-55-36-35,gray,small,metal,sphere
307,414,83-76-18-23,red,small,rubber,cube
307,539,123-28-25-25,green,small,metal,sphere
171,860,88-45-32-33,red,small,rubber,sphere
171,539,69-92-21-30,brown,small,rubber,cube
171,860,118-17-26-34,cyan,small,rubber,cylinder
171,3046,93-78-57-67,blue,large,rubber,cube
171,1446,132-50-37-47,green,large,metal,cylinder
171,2023,164-64-46-53,green,large,rubber,sphere
318,889,31-52-34-33,red,small,rubber,sphere
318,436,64-85-19-24,gray,small,rubber,cube
318,1005,148-60-35-34,cyan,small,rubber,sphere
74,1006,44-65-36-34,brown,small,rubber,sphere
74,884,162-55-32-32,yellow,small,metal,sphere
74,2421,111-71-53-59,blue,large,rubber,cube
261,1128,87-32-31-36,green,small,rubber,cube
261,780,162-40-30-30,blue,small,rubber,sphere
261,2073,46-63-44-53,green,large,rubber,cylinder
261,2312,109-69-44-58,red,large,rubber,cylinder
565,402,22-56-22-20,red,small,rubber,cube
565,1129,70-28-34-36,green,small,rubber,cube
565,1027,124-22-35-34,green,small,rubber,cube
565,2110,142-54-50-53,green,large,rubber,sphere
58,1153,51-36-33-38,purple,small,rubber,cube
58,637,136-85-26-28,purple,small,rubber,cube
627,328,173-53-21-20,red,small,rubber,cube
627,346,159-60-19-22,cyan,small,metal,cube
627,2590,99-72-46-60,blue,large,rubber,sphere
627,482,57-65-23-25,purple,small,rubber,cube
931,343,55-47-20-20,red,small,metal,cube
931,1552,64-87-44-43,brown,large,metal,sphere
931,2168,119-55-65-53,yellow,large,rubber,cube
840,903,173-44-33-32,green,small,metal,sphere
840,1758,104-84-46-46,green,large,metal,sphere
840,1444,96-35-39-41,purple,large,rubber,cube
41,781,50-33-30-37,cyan,small,rubber,cube
41,1267,69-44-35-42,brown,small,rubber,cube
41,1700,94-85-45-47,purple,large,metal,sphere
41,1397,49-72-41-41,brown,large,metal,sphere
41,1144,132-61-38-38,gray,small,rubber,sphere
172,454,16-55-25-22,gray,small,rubber,cube
172,494,80-113-24-24,blue,small,metal,sphere
172,1333,160-61-41-40,green,large,metal,sphere
172,1569,43-42-38-46,purple,large,rubber,cube
172,573,130-89-22-28,red,small,rubber,cube
289,1732,11-40-46-42,brown,large,rubber,sphere
289,525,49-83-22-26,red,small,rubber,cube
289,1185,141-30-33-37,brown,small,rubber,cube
289,1739,191-48-43-48,blue,large,rubber,sphere
289,2370,116-68-44-58,green,large,rubber,sphere
289,1051,106-26-34-35,blue,small,rubber,cube
289,1868,78-52-43-50,cyan,large,rubber,cube
500,479,83-92-19-26,cyan,small,rubber,cube
500,1336,99-46-33-43,cyan,large,rubber,cube
500,961,33-55-35-34,blue,small,metal,sphere
829,668,99-114-22-32,yellow,small,rubber,cube
829,804,184-46-33-31,blue,small,rubber,sphere
829,536,114-99-24-29,brown,small,rubber,cube
829,546,143-80-24-26,yellow,small,rubber,cube
829,1209,93-25-37-38,yellow,small,rubber,cube
829,494,180-72-25-25,green,small,rubber,cube
829,1320,180-46-37-51,cyan,large,rubber,cube
773,476,51-84-20-25,blue,small,rubber,cube
773,552,83-95-20-28,red,small,rubber,cube
773,3014,106-82-51-62,purple,large,metal,cylinder
404,1103,72-27-36-34,brown,small,rubber,cube
404,848,86-109-30-34,red,small,rubber,cube
404,387,132-101-21-21,gray,small,rubber,sphere
376,452,56-76-22-23,red,small,rubber,cube
376,1186,127-44-31-40,red,small,rubber,cylinder
376,1035,158-36-30-38,cyan,small,rubber,cylinder
376,450,118-24-23-23,green,small,metal,sphere
199,832,35-49-32-30,yellow,small,metal,sphere
199,572,71-87-25-27,gray,small,rubber,cube
199,431,143-44-30-17,red,small,rubber,sphere
199,598,109-31-27-27,green,small,rubber,sphere
636,1274,48-40-35-41,yellow,small,rubber,cube
636,516,80-90-21-27,cyan,small,rubber,cylinder
25,1185,36-42-35-39,green,small,rubber,cube
25,992,86-35-29-36,green,small,rubber,cube
25,880,132-53-32-33,gray,small,rubber,sphere
25,2015,84-71-41-54,cyan,large,rubber,cylinder
25,387,66-73-19-24,yellow,small,rubber,cube
733,670,64-32-28-28,yellow,small,rubber,sphere
733,878,22-38-34-40,blue,small,rubber,cube
733,408,97-81-18-24,gray,small,rubber,cube
733,549,80-95-21-28,brown,small,rubber,cube
733,1076,35-58-36-36,purple,small,rubber,sphere
597,1552,117-86-43-43,green,large,metal,sphere
597,758,48-37-32-38,green,small,metal,cube
597,1756,53-58-40-49,cyan,large,rubber,sphere
181,960,35-49-34-34,gray,small,rubber,sphere
181,895,59-30-29-36,gray,small,rubber,cube
181,512,96-83-20-25,brown,small,metal,cube
181,433,191-75-20-24,brown,small,metal,cube
181,465,169-79-20-25,yellow,small,rubber,cube
181,574,145-94-22-28,yellow,small,rubber,cube
181,1292,100-23-50-34,green,small,rubber,cube
499,1256,4-41-37-43,green,small,rubber,sphere
499,695,68-31-29-29,cyan,small,metal,sphere
499,1253,4-41-60-43,green,small,rubber,cube
499,2533,54-79-48-61,cyan,large,rubber,sphere
499,2139,115-67-42-56,green,large,rubber,cylinder
499,493,173-71-24-25,green,small,rubber,cube
499,1063,95-18-34-35,purple,small,rubber,cube
499,1577,31-59-51-51,red,large,rubber,cube
1,1358,23-43-37-42,gray,large,rubber,cylinder
1,421,56-78-19-23,green,small,metal,cube
1,509,76-92-20-26,yellow,small,rubber,cube
1,1079,193-43-36-42,blue,small,rubber,cube
1,572,132-100-21-28,cyan,small,rubber,cube
1,1196,172-65-38-38,purple,small,metal,sphere
1,1627,131-49-39-47,blue,large,metal,cylinder
215,1112,26-38-34-39,yellow,small,rubber,cube
215,1173,146-43-35-39,yellow,small,rubber,cube
215,430,140-77-20-24,yellow,small,rubber,cube
215,1943,52-63-41-52,blue,large,rubber,cylinder
100,994,44-55-35-34,green,small,metal,sphere
367,1139,74-28-37-35,brown,small,rubber,cube
367,1541,12-41-46-44,cyan,large,rubber,cube
367,438,40-75-20-24,cyan,small,rubber,cube
367,515,116-26-24-24,yellow,small,rubber,sphere
367,505,153-87-21-26,purple,small,rubber,cube
367,385,67-70-18-22,green,small,rubber,cube
909,1016,66-30-31-36,gray,small,rubber,cube
909,1169,174-46-34-42,brown,small,rubber,cylinder
909,1613,142-58-38-47,yellow,large,rubber,cylinder
909,1359,93-80-40-41,gray,large,metal,sphere
528,459,98-75-21-24,purple,small,rubber,cube
528,829,124-27-27-32,cyan,small,rubber,cylinder
896,1218,73-24-38-38,brown,small,rubber,cube
896,895,20-47-33-32,gray,small,rubber,sphere
896,1508,174-38-42-45,purple,large,rubber,cube
896,1526,129-34-43-43,cyan,large,rubber,cube
896,698,118-97-28-30,red,small,rubber,cube
896,1144,95-63-37-37,purple,small,metal,sphere
852,815,74-26-39-37,green,small,rubber,cube
852,1035,62-38-33-41,yellow,small,rubber,sphere
852,691,91-113-23-32,yellow,small,rubber,cube
852,1196,119-34-31-40,purple,small,rubber,cube
852,1179,74-65-38-38,brown,small,metal,sphere
717,1765,123-38-45-47,blue,large,rubber,sphere
717,1759,48-50-40-49,blue,large,rubber,cylinder
717,398,176-64-19-23,purple,small,rubber,cube
504,1578,62-38-41-43,gray,large,rubber,cube
504,544,96-26-27-27,yellow,small,metal,sphere
504,456,85-82-19-26,cyan,small,rubber,cube
504,2050,180-51-52-52,purple,large,rubber,cube
504,740,111-111-24-31,gray,small,rubber,cube
622,413,51-77-19-24,gray,small,rubber,cube
622,364,149-56-20-20,yellow,small,rubber,cube
622,414,190-60-23-21,cyan,small,rubber,cube
622,354,141-98-20-20,cyan,small,rubber,sphere
622,1779,10-47-49-44,yellow,large,rubber,sphere
622,2073,73-64-42-50,yellow,large,rubber,cube
970,352,177-54-20-20,blue,small,metal,cube
970,1800,196-47-43-49,gray,large,rubber,sphere
970,1593,108-80-44-44,brown,large,metal,sphere
290,1052,51-56-36-35,brown,small,metal,sphere
290,1375,131-44-35-43,red,large,rubber,cylinder
353,1239,57-31-33-41,cyan,small,rubber,cube
353,1521,144-34-41-45,blue,large,rubber,cylinder
353,3289,81-89-53-70,red,large,rubber,cylinder
353,1110,113-62-38-39,gray,small,metal,sphere
326,692,77-39-29-29,yellow,small,metal,sphere
326,908,49-51-33-33,gray,small,rubber,sphere
326,530,144-44-30-29,cyan,small,rubber,sphere
326,1019,128-57-35-36,cyan,small,rubber,sphere
341,262,34-63-20-22,cyan,small,rubber,cube
341,829,71-46-32-32,gray,small,rubber,sphere
341,555,67-29-29-32,red,small,rubber,cube
341,2769,76-88-48-64,green,large,rubber,sphere
341,463,41-76-20-23,green,small,rubber,cube
341,1457,161-35-43-42,red,large,rubber,sphere
341,690,119-37-29-28,cyan,small,metal,sphere
341,2645,128-68-56-60,blue,large,rubber,cube
744,816,53-31-37-31,brown,small,rubber,cube
744,665,85-102-26-30,cyan,small,rubber,sphere
744,1003,145-32-31-36,green,small,rubber,cube
744,2229,126-64-48-56,blue,large,rubber,cube
744,910,100-53-33-35,purple,small,metal,sphere
744,505,176-73-24-24,yellow,small,rubber,cube
744,1183,34-46-34-43,brown,small,rubber,cube
744,1722,61-61-40-51,green,large,rubber,cylinder
599,1207,80-25-39-39,brown,small,rubber,cube
599,2944,75-85-49-62,brown,large,metal,cylinder
599,338,162-46-20-21,cyan,small,rubber,cube
599,1915,176-58-44-51,red,large,rubber,cylinder
599,820,112-41-31-31,blue,small,rubber,sphere
599,652,205-50-33-36,blue,small,rubber,sphere
599,411,33-69-20-24,brown,small,rubber,cylinder
599,1124,75-85-48-25,brown,small,metal,cube
87,1022,8-45-36-34,brown,small,rubber,sphere
87,1337,90-35-33-42,purple,large,rubber,cube
87,677,135-27-28-29,red,small,metal,sphere
87,549,164-84-22-28,purple,small,rubber,cube
87,503,127-112-24-25,green,small,metal,sphere
87,1856,196-45-43-49,purple,large,rubber,cube
87,633,108-18-27-33,red,small,rubber,cube
87,1334,52-61-40-40,green,large,metal,sphere
92,362,20-59-21-21,gray,small,rubber,cube
92,906,190-49-34-32,brown,small,rubber,sphere
92,796,116-19-26-32,brown,small,rubber,cube
92,3000,77-78-58-66,cyan,large,rubber,cube
92,2529,130-70-56-61,red,large,rubber,cube
92,3005,44-78-91-66,cyan,large,rubber,cube
92,1184,42-71-39-39,green,small,rubber,sphere
727,1539,125-82-43-43,brown,large,rubber,sphere
727,1899,21-54-44-51,cyan,large,rubber,cylinder
727,339,151-65-18-23,cyan,small,rubber,cube
978,696,64-39-28-29,gray,small,rubber,sphere
978,572,82-102-21-29,cyan,small,rubber,cube
978,1093,113-25-35-35,red,small,rubber,cube
978,947,143-54-34-34,purple,small,metal,sphere
38,1221,59-30-36-39,cyan,small,rubber,cube
38,426,80-76-18-24,blue,small,rubber,cube
38,1011,114-25-30-35,brown,small,rubber,cube
183,733,77-41-29-29,brown,small,metal,sphere
183,735,76-100-28-31,purple,small,rubber,cube
183,381,175-59-22-20,yellow,small,rubber,cube
183,431,162-74-20-24,brown,small,rubber,cube
183,470,136-78-20-25,blue,small,metal,cube
372,551,41-77-25-26,purple,small,rubber,cube
372,2457,74-78-45-60,purple,large,rubber,sphere
229,1193,120-28-34-38,gray,small,rubber,cube
229,526,35-72-25-26,cyan,small,rubber,cube
229,2753,75-68-48-60,yellow,large,rubber,cylinder
568,902,49-47-33-33,cyan,small,rubber,sphere
568,1116,144-28-33-38,yellow,small,rubber,cube
568,1413,99-76-41-41,brown,large,metal,sphere
568,509,172-73-25-25,brown,small,rubber,cube
568,1793,83-69-57-48,brown,large,metal,sphere
415,593,49-84-27-28,blue,small,rubber,cube
415,1075,112-35-31-40,gray,small,rubber,cube
415,1007,134-58-35-34,red,small,metal,sphere
452,747,36-38-30-30,blue,small,metal,sphere
452,2606,103-74-48-58,green,large,rubber,cube
452,1305,171-42-40-45,red,large,rubber,cylinder
452,1083,146-61-36-36,cyan,small,metal,sphere
507,1238,85-34-37-37,brown,small,rubber,cube
507,458,166-83-20-24,blue,small,rubber,cube
507,393,130-73-20-22,blue,small,rubber,cube
50,1237,164-38-34-40,purple,small,rubber,cube
50,1895,86-101-47-49,green,large,rubber,sphere
50,1252,163-38-51-52,purple,small,rubber,cube
485,665,68-29-31-25,yellow,small,rubber,cube
485,1638,142-43-44-45,cyan,large,rubber,cube
485,1516,67-52-36-45,red,large,rubber,cylinder
611,1246,35-35-36-39,blue,small,rubber,cube
611,1614,97-84-44-45,brown,large,rubber,sphere
279,1282,64-34-33-42,yellow,small,rubber,cube
279,373,93-99-20-20,yellow,small,metal,sphere
279,473,184-77-21-25,blue,small,rubber,cube
0,685,126-35-29-28,purple,small,metal,sphere
0,654,152-84-30-27,gray,small,rubber,cube
0,2814,71-66-56-61,gray,large,rubber,cube
0,1348,40-44-36-43,gray,large,rubber,cylinder
207,1689,38-50-40-48,green,large,rubber,cube
207,2606,110-71-47-57,brown,large,rubber,cylinder
207,2270,157-62-45-55,purple,large,metal,cylinder
689,950,122-24-30-34,green,small,rubber,cube
689,640,135-102-22-30,green,small,rubber,cube
689,419,164-73-19-23,brown,small,rubber,cube
78,1266,43-34-39-37,gray,small,rubber,sphere
78,515,79-97-20-27,gray,small,metal,sphere
78,1156,134-37-33-38,red,small,rubber,cylinder
78,401,132-79-18-23,purple,small,metal,cube
78,765,110-23-26-31,gray,small,rubber,cube
808,550,92-88-20-28,blue,small,rubber,cube
808,812,168-41-32-30,green,small,rubber,sphere
808,1701,13-45-41-47,cyan,large,rubber,cube
808,1465,107-34-41-40,cyan,large,rubber,cube
159,670,72-32-28-28,blue,small,metal,sphere
159,2786,67-81-49-64,brown,large,rubber,sphere
159,349,156-53-20-20,brown,small,rubber,cube
159,466,150-80-19-25,purple,small,rubber,cube
678,1203,75-29-40-35,gray,small,rubber,sphere
678,639,94-110-22-31,cyan,small,rubber,cube
678,2360,54-58-51-55,purple,large,rubber,cube
678,1973,159-51-49-47,cyan,large,rubber,sphere
678,1594,11-43-42-47,brown,large,rubber,cylinder
957,1999,135-68-42-54,purple,large,rubber,cylinder
957,2882,76-81-54-65,brown,large,metal,cylinder
957,1245,65-59-42-48,red,small,rubber,cube
991,1297,78-22-39-39,yellow,small,rubber,cube
991,557,31-75-25-24,green,small,rubber,cube
991,854,118-17-26-33,gray,small,rubber,cylinder
991,354,143-89-20-21,yellow,small,metal,sphere
991,3135,78-85-51-68,brown,large,rubber,sphere
706,1552,29-30-45-44,red,large,rubber,cube
706,835,120-40-32-32,green,small,metal,sphere
706,390,199-64-20-22,red,small,rubber,cube
706,2130,92-65-42-56,green,large,rubber,sphere
706,474,53-71-22-26,yellow,small,rubber,cube
303,1002,60-30-30-35,cyan,small,rubber,cube
303,588,122-29-27-28,cyan,small,metal,sphere
303,515,183-77-23-27,red,small,rubber,cube
303,2526,135-65-50-59,gray,large,metal,cube
190,441,87-112-22-23,purple,small,rubber,sphere
190,1216,96-67-38-39,brown,small,rubber,sphere
247,1290,126-25-39-38,cyan,small,rubber,cube
247,445,170-75-21-25,blue,small,rubber,cube
247,2187,128-68-43-56,green,large,rubber,sphere
247,2093,37-64-45-54,brown,large,rubber,sphere
42,748,63-43-30-30,yellow,small,rubber,sphere
42,463,139-78-20-23,cyan,small,rubber,cube
42,1547,96-54-36-46,brown,large,rubber,cylinder
858,405,94-54-21-22,blue,small,rubber,cube
858,425,159-69-20-23,green,small,rubber,cube
587,1159,93-38-31-39,blue,small,rubber,cube
587,936,40-52-34-32,brown,small,metal,sphere
587,648,127-107-23-30,cyan,small,rubber,cylinder
587,1963,126-55-44-49,gray,large,rubber,cube
867,525,73-93-20-27,blue,small,rubber,cylinder
867,519,116-20-24-25,cyan,small,rubber,sphere
867,1652,38-52-40-47,purple,large,rubber,cylinder
867,1413,143-45-36-44,cyan,large,rubber,cylinder
867,1660,38-52-53-66,purple,large,rubber,cylinder
150,816,77-44-30-32,green,small,rubber,sphere
150,2135,172-51-54-50,red,large,rubber,cube
529,875,90-46-32-32,cyan,small,metal,sphere
529,956,144-50-33-33,gray,small,rubber,sphere
529,801,135-101-31-34,purple,small,rubber,cube
529,278,137-101-28-17,purple,small,rubber,cube
529,1077,110-23-36-36,red,small,rubber,sphere
666,1060,59-32-31-38,green,small,rubber,cube
666,1866,142-64-40-52,purple,large,rubber,cylinder
666,1279,59-32-44-45,green,small,rubber,cube
75,1284,81-34-37-40,purple,small,rubber,cylinder
75,422,37-55-23-22,brown,small,rubber,cube
75,664,44-84-28-30,red,small,rubber,sphere
75,771,137-97-29-33,cyan,small,rubber,cube
75,3613,77-87-57-71,blue,large,rubber,cube
75,693,108-23-27-34,yellow,small,rubber,cube
545,1373,142-75-41-41,blue,large,metal,sphere
626,378,27-59-22-19,yellow,small,rubber,cube
626,856,177-48-32-32,gray,small,rubber,sphere
626,1955,122-64-40-52,cyan,large,rubber,cylinder
626,1269,96-48-45-46,gray,small,rubber,cube
859,411,61-44-29-29,yellow,small,metal,sphere
859,381,147-65-20-21,gray,small,rubber,cube
366,1801,65-25-52-59,red,large,metal,sphere
366,1359,65-39-44-45,red,large,rubber,cube
366,591,48-78-26-27,brown,small,rubber,cube
366,964,121-32-31-38,cyan,small,rubber,cube
366,817,163-40-31-31,brown,small,rubber,sphere
366,1635,193-46-41-46,purple,large,rubber,cylinder
366,1763,96-52-38-49,brown,large,rubber,cylinder
692,1203,130-43-33-41,gray,small,rubber,cube
692,540,173-76-27-26,blue,small,rubber,cube
692,2129,94-69-41-55,yellow,large,rubber,sphere
267,529,45-74-22-25,green,small,rubber,cube
267,1298,168-34-36-41,red,small,rubber,cylinder
267,1920,80-43-45-49,blue,large,rubber,cube
354,414,20-57-23-21,gray,small,rubber,cube
354,1596,114-88-43-45,green,large,metal,sphere
354,1251,91-22-36-43,cyan,small,rubber,sphere
354,2260,54-72-45-57,gray,large,rubber,cylinder
233,438,17-63-23-23,green,small,rubber,cube
396,1005,50-32-32-38,blue,small,rubber,cube
396,1393,150-34-39-39,gray,large,rubber,cube
396,2770,128-69-57-63,yellow,large,rubber,cube
396,1730,22-53-42-48,purple,large,rubber,cylinder
396,1743,91-40-45-47,red,large,rubber,cube
262,448,91-115-22-24,brown,small,rubber,sphere
262,482,120-24-25-23,brown,small,metal,sphere
262,749,114-45-32-31,red,small,rubber,sphere
262,1533,193-45-40-45,blue,large,rubber,cylinder
262,1346,102-71-40-41,brown,large,metal,sphere
573,571,85-28-27-32,gray,small,rubber,cube
573,864,124-25-29-32,brown,small,rubber,cube
573,1114,161-37-44-35,red,small,rubber,cube
573,1135,161-62-37-37,purple,small,rubber,sphere
573,1317,94-44-33-42,cyan,large,rubber,cylinder
573,841,108-107-30-34,cyan,small,metal,cube
557,410,138-30-26-29,brown,small,rubber,sphere
557,1706,111-39-44-46,blue,large,rubber,cube
557,1156,26-48-51-49,red,small,rubber,cube
557,2206,45-66-45-55,green,large,rubber,sphere
945,401,44-54-22-20,yellow,small,rubber,cube
945,352,138-92-20-20,cyan,small,rubber,sphere
945,1913,92-49-43-49,yellow,large,rubber,cylinder
151,603,133-98-22-27,green,small,rubber,cube
442,422,166-79-20-23,cyan,small,rubber,cube
442,1494,190-50-39-44,green,large,rubber,cube
442,1841,58-63-40-51,yellow,large,rubber,cylinder
442,228,87-29-25-18,purple,small,metal,sphere
442,1809,97-54-43-48,purple,large,rubber,cube
442,675,89-38-40-29,cyan,small,rubber,cube
767,1514,56-33-43-43,cyan,large,rubber,cube
767,1381,65-78-41-41,red,large,metal,sphere
767,1313,170-69-41-39,gray,large,metal,sphere
767,1100,117-19-34-43,yellow,small,rubber,cube
36,894,82-108-31-36,green,small,rubber,sphere
36,2220,138-43-63-48,cyan,large,rubber,cube
602,1151,57-31-32-36,green,small,rubber,cube
602,1325,92-44-32-42,yellow,large,rubber,cube
602,541,132-78-25-26,cyan,small,rubber,cube
602,347,157-93-20-20,brown,small,metal,sphere
602,879,105-22-35-34,cyan,small,rubber,cube
510,418,26-55-23-22,green,small,metal,sphere
510,767,55-36-30-30,gray,small,metal,sphere
510,612,79-102-22-29,green,small,rubber,cube
510,2804,115-83-48-65,cyan,large,rubber,sphere
510,394,186-66-20-23,yellow,small,rubber,cube
523,1666,57-39-47-44,gray,large,rubber,cylinder
523,946,141-42-49-42,cyan,small,rubber,sphere
523,510,32-69-22-24,red,small,rubber,cube
523,2194,138-60-44-56,purple,large,rubber,cube
924,941,91-21-28-34,cyan,small,metal,cube
924,513,65-77-22-26,purple,small,rubber,cube
924,1237,123-28-39-39,cyan,small,rubber,cube
924,431,144-56-22-23,green,small,rubber,cube
924,3923,82-90-69-69,purple,large,rubber,cube
924,1373,43-42-37-45,red,large,rubber,cube
76,938,21-51-34-33,cyan,small,rubber,sphere
76,699,57-35-29-29,cyan,small,rubber,sphere
76,203,63-82-18-24,blue,small,rubber,cube
76,687,146-28-36-35,gray,small,rubber,cube
76,1301,137-42-33-42,yellow,large,rubber,cube
76,3017,68-79-60-67,red,large,rubber,cube
76,1150,98-24-36-37,blue,small,rubber,cube
76,373,121-71-17-23,blue,small,rubber,cube
556,1057,77-33-30-37,blue,small,metal,cube
556,592,124-31-32-36,red,small,rubber,cube
556,1630,130-44-41-46,yellow,large,rubber,cube
556,459,87-68-22-23,green,small,rubber,cube
710,1027,30-35-35-39,red,small,rubber,cylinder
710,730,137-35-30-30,brown,small,metal,sphere
710,561,181-81-23-25,green,small,rubber,cube
710,499,92-71-22-25,green,small,rubber,cube
710,2471,40-62-53-59,yellow,large,rubber,cube
710,766,112-96-29-32,brown,small,metal,cube
406,1270,76-31-39-38,blue,small,rubber,cube
406,1378,7-44-39-41,cyan,large,rubber,cube
406,339,93-76-24-24,red,small,rubber,cube
406,1021,197-52-36-34,red,small,metal,sphere
406,1666,100-85-44-45,red,large,rubber,sphere
322,1475,36-43-42-40,gray,large,rubber,cube
322,2329,56-77-45-58,yellow,large,rubber,cylinder
583,394,64-58-21-21,red,small,rubber,cube
583,1265,167-39-35-40,gray,small,rubber,cylinder
64,768,77-39-30-30,gray,small,rubber,sphere
64,650,116-31-27-28,purple,small,metal,sphere
64,362,142-58-19-21,yellow,small,rubber,cube
